Topic ID,Topic Name,Field ID,Field Name,Domain Name
T10954,Peripheral Nerve Disorders,27,Medicine,Health Sciences
T13260,Linguistics and Language Studies,12,Arts and Humanities,Social Sciences
T11296,COVID-19 and healthcare impacts,27,Medicine,Health Sciences
T12035,Pain Management and Placebo Effect,28,Neuroscience,Life Sciences
T12674,"Rabbits: Nutrition, Reproduction, Health",11,Agricultural and Biological Sciences,Life Sciences
T13267,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,22,Engineering,Physical Sciences
T12841,Echinoderm biology and ecology,11,Agricultural and Biological Sciences,Life Sciences
T11397,"Populism, Right-Wing Movements",33,Social Sciences,Social Sciences
T11278,Calcium Carbonate Crystallization and Inhibition,25,Materials Science,Physical Sciences
T11656,Turtle Biology and Conservation,23,Environmental Science,Physical Sciences
T13050,Oil and Gas Production Techniques,22,Engineering,Physical Sciences
T14365,Leaf Properties and Growth Measurement,11,Agricultural and Biological Sciences,Life Sciences
T10357,Efficiency Analysis Using DEA,18,Decision Sciences,Social Sciences
T10626,High-Temperature Coating Behaviors,22,Engineering,Physical Sciences
T13126,Scientific Research and Discoveries,31,Physics and Astronomy,Physical Sciences
T11109,Thermoregulation and physiological responses,27,Medicine,Health Sciences
T10939,Crystal Structures and Properties,25,Materials Science,Physical Sciences
T12448,Paranormal Experiences and Beliefs,32,Psychology,Social Sciences
T13112,Nutrition and Health Studies,27,Medicine,Health Sciences
T11107,Selenium in Biological Systems,29,Nursing,Health Sciences
T11867,Traumatic Ocular and Foreign Body Injuries,27,Medicine,Health Sciences
T14427,Environmental Monitoring and Data Management,19,Earth and Planetary Sciences,Physical Sciences
T14484,Technology and Data Analysis,17,Computer Science,Physical Sciences
T11099,Autonomous Vehicle Technology and Safety,22,Engineering,Physical Sciences
T14288,"Law, Rights, and Freedoms",33,Social Sciences,Social Sciences
T12671,Management and Marketing Education,14,"Business, Management and Accounting",Social Sciences
T11924,Polyamine Metabolism and Applications,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10874,Electromagnetic Fields and Biological Effects,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11303,Bayesian Modeling and Causal Inference,17,Computer Science,Physical Sciences
T12022,Hydraulic flow and structures,22,Engineering,Physical Sciences
T12554,Vitamin C and Antioxidants Research,29,Nursing,Health Sciences
T10565,"Psychopathy, Forensic Psychiatry, Sexual Offending",32,Psychology,Social Sciences
T11110,Stability and Controllability of Differential Equations,22,Engineering,Physical Sciences
T11127,Solid State Laser Technologies,22,Engineering,Physical Sciences
T12862,Catholicism and Religious Studies,12,Arts and Humanities,Social Sciences
T12539,Pharmacology and Obesity Treatment,27,Medicine,Health Sciences
T10343,"Hydrogels: synthesis, properties, applications",13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11566,Laser Applications in Dentistry and Medicine,27,Medicine,Health Sciences
T13166,Information Science and Libraries,17,Computer Science,Physical Sciences
T11485,Gastrointestinal Tumor Research and Treatment,27,Medicine,Health Sciences
T14285,Biopolymer Synthesis and Applications,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14448,EU Law and Policy Analysis,33,Social Sciences,Social Sciences
T12279,Body Composition Measurement Techniques,27,Medicine,Health Sciences
T12107,Leprosy Research and Treatment,27,Medicine,Health Sciences
T14216,Multimedia Learning Systems,17,Computer Science,Physical Sciences
T11328,Ocular Oncology and Treatments,27,Medicine,Health Sciences
T12578,Diagnosis and treatment of tuberculosis,27,Medicine,Health Sciences
T11570,Periodontal Regeneration and Treatments,27,Medicine,Health Sciences
T10991,Game Theory and Voting Systems,20,"Economics, Econometrics and Finance",Social Sciences
T11453,Diagnosis and Treatment of Venous Diseases,27,Medicine,Health Sciences
T11772,Genetics and Neurodevelopmental Disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11186,Hydrology and Drought Analysis,23,Environmental Science,Physical Sciences
T10710,Arsenic contamination and mitigation,23,Environmental Science,Physical Sciences
T11414,Quantum optics and atomic interactions,31,Physics and Astronomy,Physical Sciences
T11139,"Gout, Hyperuricemia, Uric Acid",27,Medicine,Health Sciences
T12592,Opinion Dynamics and Social Influence,31,Physics and Astronomy,Physical Sciences
T11377,Retinal and Macular Surgery,27,Medicine,Health Sciences
T11755,Transboundary Water Resource Management,33,Social Sciences,Social Sciences
T11276,Solar Radiation and Photovoltaics,17,Computer Science,Physical Sciences
T13196,Political Theory and Influence,33,Social Sciences,Social Sciences
T12871,Healthcare Quality and Management,36,Health Professions,Health Sciences
T13127,Biotin and Related Studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11251,Meningioma and schwannoma management,27,Medicine,Health Sciences
T12994,Infrared Thermography in Medicine,27,Medicine,Health Sciences
T11450,Model-Driven Software Engineering Techniques,17,Computer Science,Physical Sciences
T12042,Satellite Communication Systems,22,Engineering,Physical Sciences
T13950,Collembola Taxonomy and Ecology Studies,11,Agricultural and Biological Sciences,Life Sciences
T11877,Iron oxide chemistry and applications,21,Energy,Physical Sciences
T11018,Lower Extremity Biomechanics and Pathologies,22,Engineering,Physical Sciences
T11677,Congenital heart defects research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13840,Chemical Safety and Risk Management,15,Chemical Engineering,Physical Sciences
T12383,Aeolian processes and effects,19,Earth and Planetary Sciences,Physical Sciences
T12602,Medical Education and Admissions,27,Medicine,Health Sciences
T10953,E-Government and Public Services,33,Social Sciences,Social Sciences
T12587,Gestational Trophoblastic Disease Studies,27,Medicine,Health Sciences
T12477,Toxin Mechanisms and Immunotoxins,24,Immunology and Microbiology,Life Sciences
T12365,Effects of Environmental Stressors on Livestock,11,Agricultural and Biological Sciences,Life Sciences
T11447,Blind Source Separation Techniques,17,Computer Science,Physical Sciences
T12118,Forest Biomass Utilization and Management,22,Engineering,Physical Sciences
T11703,"Rings, Modules, and Algebras",26,Mathematics,Physical Sciences
T11492,Academic integrity and plagiarism,33,Social Sciences,Social Sciences
T13373,Data Mining and Machine Learning Applications,17,Computer Science,Physical Sciences
T14324,Insects and Parasite Interactions,23,Environmental Science,Physical Sciences
T12756,Plant Toxicity and Pharmacological Properties,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10916,Surgical Simulation and Training,27,Medicine,Health Sciences
T11567,semigroups and automata theory,17,Computer Science,Physical Sciences
T11868,Cancer and Skin Lesions,27,Medicine,Health Sciences
T10974,Advanced Queuing Theory Analysis,14,"Business, Management and Accounting",Social Sciences
T11923,Mine drainage and remediation techniques,23,Environmental Science,Physical Sciences
T11702,Parasitic Diseases Research and Treatment,27,Medicine,Health Sciences
T11951,Trauma Management and Diagnosis,27,Medicine,Health Sciences
T10508,Patient Safety and Medication Errors,36,Health Professions,Health Sciences
T10186,Nursing education and management,29,Nursing,Health Sciences
T12016,Web Data Mining and Analysis,17,Computer Science,Physical Sciences
T11568,Railway Systems and Energy Efficiency,22,Engineering,Physical Sciences
T13414,Radioactive Decay and Measurement Techniques,31,Physics and Astronomy,Physical Sciences
T13049,Surface Roughness and Optical Measurements,22,Engineering,Physical Sciences
T10906,AI-based Problem Solving and Planning,17,Computer Science,Physical Sciences
T11639,Mental Health and Patient Involvement,36,Health Professions,Health Sciences
T10962,Thermodynamic properties of mixtures,15,Chemical Engineering,Physical Sciences
T13425,Rural and Ethnic Education,33,Social Sciences,Social Sciences
T10642,Plasma Applications and Diagnostics,27,Medicine,Health Sciences
T12103,Cancer Risks and Factors,27,Medicine,Health Sciences
T10959,Student Assessment and Feedback,33,Social Sciences,Social Sciences
T11306,Nonmelanoma Skin Cancer Studies,27,Medicine,Health Sciences
T11845,Cancer therapeutics and mechanisms,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11422,Burn Injury Management and Outcomes,27,Medicine,Health Sciences
T10780,Reliability and Maintenance Optimization,22,Engineering,Physical Sciences
T12186,Phosphorus and nutrient management,23,Environmental Science,Physical Sciences
T12151,Interpreting and Communication in Healthcare,36,Health Professions,Health Sciences
T11264,Coffee research and impacts,27,Medicine,Health Sciences
T10993,Complement system in diseases,24,Immunology and Microbiology,Life Sciences
T13892,Aquatic life and conservation,11,Agricultural and Biological Sciences,Life Sciences
T11987,COVID-19 Impact on Reproduction,27,Medicine,Health Sciences
T11134,Breast Lesions and Carcinomas,27,Medicine,Health Sciences
T11775,COVID-19 diagnosis using AI,27,Medicine,Health Sciences
T13171,Polymer Science and PVC,25,Materials Science,Physical Sciences
T11199,Pain Management and Opioid Use,27,Medicine,Health Sciences
T11664,Fiber-reinforced polymer composites,22,Engineering,Physical Sciences
T12666,Historical Psychiatry and Medical Practices,32,Psychology,Social Sciences
T10900,Listeria monocytogenes in Food Safety,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10149,Anthropological Studies and Insights,33,Social Sciences,Social Sciences
T12934,Plant and fungal interactions,11,Agricultural and Biological Sciences,Life Sciences
T11737,Advanced Materials and Mechanics,22,Engineering,Physical Sciences
T14184,Metallurgy and Material Science,25,Materials Science,Physical Sciences
T12066,Obesity and Health Practices,36,Health Professions,Health Sciences
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",27,Medicine,Health Sciences
T10541,Nonlinear Differential Equations Analysis,26,Mathematics,Physical Sciences
T11346,Mast cells and histamine,24,Immunology and Microbiology,Life Sciences
T13726,International Science and Diplomacy,33,Social Sciences,Social Sciences
T12537,Flow Measurement and Analysis,22,Engineering,Physical Sciences
T10723,Advanced Welding Techniques Analysis,22,Engineering,Physical Sciences
T12125,Aerospace and Aviation Technology,22,Engineering,Physical Sciences
T12396,Advanced Differential Equations and Dynamical Systems,26,Mathematics,Physical Sciences
T11068,Tendon Structure and Treatment,27,Medicine,Health Sciences
T13909,Environmental Quality and Pollution,23,Environmental Science,Physical Sciences
T12140,Renal and related cancers,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12093,Greenhouse Technology and Climate Control,11,Agricultural and Biological Sciences,Life Sciences
T12952,School Leadership and Teacher Performance,33,Social Sciences,Social Sciences
T13836,Educational Research and Pedagogy,17,Computer Science,Physical Sciences
T13318,Diverse Scientific Research in Ukraine,23,Environmental Science,Physical Sciences
T14198,Philosophical Thought and Analysis,33,Social Sciences,Social Sciences
T10592,Fusion materials and technologies,25,Materials Science,Physical Sciences
T11193,Adenosine and Purinergic Signaling,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10439,Climate change impacts on agriculture,11,Agricultural and Biological Sciences,Life Sciences
T11723,Optical Coatings and Gratings,25,Materials Science,Physical Sciences
T13625,Journalism and Media Studies,33,Social Sciences,Social Sciences
T12673,Microbial Metabolism and Applications,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10909,Edible Oils Quality and Analysis,16,Chemistry,Physical Sciences
T10488,Nanocomposite Films for Food Packaging,25,Materials Science,Physical Sciences
T12681,Global Healthcare and Medical Tourism,36,Health Professions,Health Sciences
T12023,Cholinesterase and Neurodegenerative Diseases,27,Medicine,Health Sciences
T13395,"Education, Leadership, and Health Research",33,Social Sciences,Social Sciences
T11093,Personality Disorders and Psychopathology,32,Psychology,Social Sciences
T11008,Aerodynamics and Acoustics in Jet Flows,22,Engineering,Physical Sciences
T10956,Fullerene Chemistry and Applications,16,Chemistry,Physical Sciences
T11418,Plant Micronutrient Interactions and Effects,11,Agricultural and Biological Sciences,Life Sciences
T12314,Nuts composition and effects,29,Nursing,Health Sciences
T12336,Insect Utilization and Effects,11,Agricultural and Biological Sciences,Life Sciences
T11533,Melanoma and MAPK Pathways,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11300,Global Educational Policies and Reforms,33,Social Sciences,Social Sciences
T11173,Neurofibromatosis and Schwannoma Cases,27,Medicine,Health Sciences
T11611,Cyclopropane Reaction Mechanisms,16,Chemistry,Physical Sciences
T11394,Dynamics and Control of Mechanical Systems,22,Engineering,Physical Sciences
T11500,Evacuation and Crowd Dynamics,22,Engineering,Physical Sciences
T13987,Child Development and Education,33,Social Sciences,Social Sciences
T12785,Hong Kong and Taiwan Politics,33,Social Sciences,Social Sciences
T13842,Intellectual Property Law,33,Social Sciences,Social Sciences
T11063,Rough Sets and Fuzzy Logic,17,Computer Science,Physical Sciences
T10667,Emotion and Mood Recognition,32,Psychology,Social Sciences
T14124,"Food, Nutrition, and Cultural Practices",11,Agricultural and Biological Sciences,Life Sciences
T11526,Innovative Teaching Methods,33,Social Sciences,Social Sciences
T13736,Steroid Chemistry and Biochemistry,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14464,Community Development and Social Impact,20,"Economics, Econometrics and Finance",Social Sciences
T14212,Health Promotion and Cardiovascular Prevention,27,Medicine,Health Sciences
T10629,Health Policy Implementation Science,36,Health Professions,Health Sciences
T11479,Smart Cities and Technologies,22,Engineering,Physical Sciences
T13013,Free Radicals and Antioxidants,16,Chemistry,Physical Sciences
T11317,Fire dynamics and safety research,22,Engineering,Physical Sciences
T13386,Educational Methods and Teacher Development,17,Computer Science,Physical Sciences
T11078,Inflammasome and immune disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10070,Political Conflict and Governance,33,Social Sciences,Social Sciences
T10982,Motor Control and Adaptation,28,Neuroscience,Life Sciences
T10611,Organic Light-Emitting Diodes Research,22,Engineering,Physical Sciences
T11946,Antenna Design and Optimization,22,Engineering,Physical Sciences
T13885,Geophysics and Sensor Technology,22,Engineering,Physical Sciences
T11225,Geothermal Energy Systems and Applications,21,Energy,Physical Sciences
T10761,Vehicular Ad Hoc Networks (VANETs),22,Engineering,Physical Sciences
T12026,Explainable Artificial Intelligence (XAI),17,Computer Science,Physical Sciences
T11799,"Adhesion, Friction, and Surface Interactions",22,Engineering,Physical Sciences
T10803,Innovative Human-Technology Interaction,17,Computer Science,Physical Sciences
T13382,Robotics and Automated Systems,22,Engineering,Physical Sciences
T11898,Economics of Agriculture and Food Markets,20,"Economics, Econometrics and Finance",Social Sciences
T10977,Optical Imaging and Spectroscopy Techniques,27,Medicine,Health Sciences
T10925,Spinal Cord Injury Research,27,Medicine,Health Sciences
T13234,advanced mathematical theories,26,Mathematics,Physical Sciences
T11128,Transition Metal Oxide Nanomaterials,25,Materials Science,Physical Sciences
T12518,Diverticular Disease and Complications,27,Medicine,Health Sciences
T13953,Digital Imaging in Medicine,27,Medicine,Health Sciences
T11348,Celiac Disease Research and Management,27,Medicine,Health Sciences
T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",24,Immunology and Microbiology,Life Sciences
T11092,Spondyloarthritis Studies and Treatments,27,Medicine,Health Sciences
T14226,"Migration, Racism, and Human Rights",33,Social Sciences,Social Sciences
T10808,Electric and Hybrid Vehicle Technologies,22,Engineering,Physical Sciences
T11751,Lattice Boltzmann Simulation Studies,22,Engineering,Physical Sciences
T10948,Advanced Combinatorial Mathematics,26,Mathematics,Physical Sciences
T10845,Advanced Causal Inference Techniques,26,Mathematics,Physical Sciences
T12418,Respiratory and Cough-Related Research,27,Medicine,Health Sciences
T12632,Visual Culture and Art Theory,12,Arts and Humanities,Social Sciences
T10840,High Temperature Alloys and Creep,22,Engineering,Physical Sciences
T11392,Energy Harvesting in Wireless Networks,22,Engineering,Physical Sciences
T11514,Disability Education and Employment,33,Social Sciences,Social Sciences
T11237,Plant Gene Expression Analysis,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11123,Obsessive-Compulsive Spectrum Disorders,32,Psychology,Social Sciences
T14181,Academic Freedom and Politics,33,Social Sciences,Social Sciences
T11562,Facial Trauma and Fracture Management,27,Medicine,Health Sciences
T12227,Environmental and Social Impact Assessments,23,Environmental Science,Physical Sciences
T12226,Neuroblastoma Research and Treatments,27,Medicine,Health Sciences
T12027,Social Media in Health Education,33,Social Sciences,Social Sciences
T11574,Artificial Intelligence in Games,17,Computer Science,Physical Sciences
T13413,Cultural and Historical Studies,12,Arts and Humanities,Social Sciences
T11904,Spatial Cognition and Navigation,22,Engineering,Physical Sciences
T11797,graph theory and CDMA systems,22,Engineering,Physical Sciences
T12860,Family and Patient Care in Intensive Care Units,36,Health Professions,Health Sciences
T13867,Economic Growth and Development,17,Computer Science,Physical Sciences
T12981,Conservation Techniques and Studies,12,Arts and Humanities,Social Sciences
T10548,Catalytic Cross-Coupling Reactions,16,Chemistry,Physical Sciences
T14463,Diverse Scientific Research Studies,36,Health Professions,Health Sciences
T10828,Biometric Identification and Security,17,Computer Science,Physical Sciences
T11440,Click Chemistry and Applications,16,Chemistry,Physical Sciences
T12895,Environmental law and policy,33,Social Sciences,Social Sciences
T11030,Scoliosis diagnosis and treatment,27,Medicine,Health Sciences
T12512,History of Colonial Brazil,33,Social Sciences,Social Sciences
T11985,Marine Toxins and Detection Methods,23,Environmental Science,Physical Sciences
T11672,Recycling and utilization of industrial and municipal waste in materials production,22,Engineering,Physical Sciences
T12246,Chronic Disease Management Strategies,27,Medicine,Health Sciences
T11581,Viral Infections and Outbreaks Research,27,Medicine,Health Sciences
T11167,Hair Growth and Disorders,27,Medicine,Health Sciences
T11412,Genetic and Kidney Cyst Diseases,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11579,Cardiovascular and Diving-Related Complications,27,Medicine,Health Sciences
T11398,Hand Gesture Recognition Systems,17,Computer Science,Physical Sciences
T13513,Urban and sociocultural dynamics,33,Social Sciences,Social Sciences
T11292,Pediatric Pain Management Techniques,27,Medicine,Health Sciences
T13832,Advanced Decision-Making Techniques,17,Computer Science,Physical Sciences
T11865,Anorectal Disease Treatments and Outcomes,27,Medicine,Health Sciences
T10810,Polymer composites and self-healing,25,Materials Science,Physical Sciences
T14275,Historical Medical Research and Treatments,27,Medicine,Health Sciences
T13369,European and Russian Geopolitical Military Strategies,33,Social Sciences,Social Sciences
T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,27,Medicine,Health Sciences
T11637,Advanced Semiconductor Detectors and Materials,22,Engineering,Physical Sciences
T12389,Infrared Target Detection Methodologies,22,Engineering,Physical Sciences
T12460,Pediatric Hepatobiliary Diseases and Treatments,27,Medicine,Health Sciences
T14291,Indonesian Legal and Regulatory Studies,33,Social Sciences,Social Sciences
T13042,Economic and Fiscal Studies,20,"Economics, Econometrics and Finance",Social Sciences
T12221,Cybersecurity and Cyber Warfare Studies,33,Social Sciences,Social Sciences
T10244,Chaos control and synchronization,31,Physics and Astronomy,Physical Sciences
T12461,Narrative Theory and Analysis,12,Arts and Humanities,Social Sciences
T14041,Central European Literary Studies,33,Social Sciences,Social Sciences
T13071,Digital Storytelling and Education,36,Health Professions,Health Sciences
T11682,Advanced Condensed Matter Physics,31,Physics and Astronomy,Physical Sciences
T12729,Tree Root and Stability Studies,22,Engineering,Physical Sciences
T14144,Neurological Disease Mechanisms and Treatments,28,Neuroscience,Life Sciences
T11782,Magnetic Properties of Alloys,25,Materials Science,Physical Sciences
T13727,Linguistic and Sociocultural Studies,33,Social Sciences,Social Sciences
T11254,Fluid Dynamics and Vibration Analysis,22,Engineering,Physical Sciences
T12517,Seventeenth-Century Political and Philosophical Thought,12,Arts and Humanities,Social Sciences
T12335,"Sexuality, Behavior, and Technology",32,Psychology,Social Sciences
T12161,Plant Surface Properties and Treatments,11,Agricultural and Biological Sciences,Life Sciences
T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,27,Medicine,Health Sciences
T10937,"Telomeres, Telomerase, and Senescence",27,Medicine,Health Sciences
T12593,Communication in Education and Healthcare,32,Psychology,Social Sciences
T10726,Career Development and Diversity,33,Social Sciences,Social Sciences
T11169,Silicon Nanostructures and Photoluminescence,25,Materials Science,Physical Sciences
T11679,Craniofacial Disorders and Treatments,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11002,Indoor Air Quality and Microbial Exposure,23,Environmental Science,Physical Sciences
T14037,Arabic Language Education Studies,33,Social Sciences,Social Sciences
T13721,Political Science Research and Education,33,Social Sciences,Social Sciences
T13784,Jewish Identity and Society,33,Social Sciences,Social Sciences
T11119,Urban Stormwater Management Solutions,23,Environmental Science,Physical Sciences
T12182,Evolution and Science Education,12,Arts and Humanities,Social Sciences
T12298,Phytochemicals and Medicinal Plants,27,Medicine,Health Sciences
T11280,Hemophilia Treatment and Research,27,Medicine,Health Sciences
T10693,Blood transfusion and management,27,Medicine,Health Sciences
T10812,Human Pose and Action Recognition,17,Computer Science,Physical Sciences
T13362,Slime Mold and Myxomycetes Research,22,Engineering,Physical Sciences
T10957,Photodynamic Therapy Research Studies,27,Medicine,Health Sciences
T13163,Organizational Learning and Leadership,14,"Business, Management and Accounting",Social Sciences
T10922,Magnetic Properties and Synthesis of Ferrites,25,Materials Science,Physical Sciences
T10933,Real-Time Systems Scheduling,17,Computer Science,Physical Sciences
T12682,Smart Materials for Construction,23,Environmental Science,Physical Sciences
T13589,Literary and Cultural Studies,33,Social Sciences,Social Sciences
T10737,Health Literacy and Information Accessibility,36,Health Professions,Health Sciences
T12589,Differential Equations and Boundary Problems,26,Mathematics,Physical Sciences
T12984,Transport and Logistics Innovations,22,Engineering,Physical Sciences
T10567,Vehicle Routing Optimization Methods,22,Engineering,Physical Sciences
T12030,S100 Proteins and Annexins,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11486,Micro and Nano Robotics,31,Physics and Astronomy,Physical Sciences
T13008,Agricultural Practices and Plant Genetics,11,Agricultural and Biological Sciences,Life Sciences
T12520,Psychology of Moral and Emotional Judgment,28,Neuroscience,Life Sciences
T11922,Cardiovascular Effects of Exercise,27,Medicine,Health Sciences
T13552,Advanced Materials Characterization Techniques,22,Engineering,Physical Sciences
T11496,Credit Risk and Financial Regulations,20,"Economics, Econometrics and Finance",Social Sciences
T13023,Synthesis of Organic Compounds,27,Medicine,Health Sciences
T10944,Turbomachinery Performance and Optimization,22,Engineering,Physical Sciences
T12516,Advanced Mathematical Theories and Applications,31,Physics and Astronomy,Physical Sciences
T14233,Diverse Topics in Contemporary Research,33,Social Sciences,Social Sciences
T12766,Interdisciplinary Research and Collaboration,18,Decision Sciences,Social Sciences
T13145,Crime and Detective Fiction Studies,12,Arts and Humanities,Social Sciences
T14192,"Literature, Film, and Journalism Analysis",12,Arts and Humanities,Social Sciences
T12090,Language and cultural evolution,33,Social Sciences,Social Sciences
T11172,Dermatologic Treatments and Research,27,Medicine,Health Sciences
T14325,Diverse Specialized Academic Research,20,"Economics, Econometrics and Finance",Social Sciences
T13059,"Religion, Ecology, and Ethics",33,Social Sciences,Social Sciences
T10742,Peer-to-Peer Network Technologies,17,Computer Science,Physical Sciences
T11094,Face Recognition and Perception,28,Neuroscience,Life Sciences
T13285,Local Governance and Development,33,Social Sciences,Social Sciences
T12420,Silicone and Siloxane Chemistry,25,Materials Science,Physical Sciences
T12261,Statistical Mechanics and Entropy,31,Physics and Astronomy,Physical Sciences
T13785,Aquatic and Environmental Studies,19,Earth and Planetary Sciences,Physical Sciences
T10690,Vibration Control and Rheological Fluids,22,Engineering,Physical Sciences
T11863,"Gender, Security, and Conflict",33,Social Sciences,Social Sciences
T12081,Aerodynamics and Fluid Dynamics Research,22,Engineering,Physical Sciences
T11219,Bone Metabolism and Diseases,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11818,Nicotinic Acetylcholine Receptors Study,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10952,PI3K/AKT/mTOR signaling in cancer,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11701,Space Satellite Systems and Control,22,Engineering,Physical Sciences
T13815,Islamic Thought and Society Studies,12,Arts and Humanities,Social Sciences
T11255,Microfluidic and Bio-sensing Technologies,22,Engineering,Physical Sciences
T10879,Robotic Locomotion and Control,22,Engineering,Physical Sciences
T14428,Coal and Coke Industries Research,21,Energy,Physical Sciences
T13531,Surface and Thin Film Phenomena,31,Physics and Astronomy,Physical Sciences
T11338,Advancements in Photolithography Techniques,22,Engineering,Physical Sciences
T12350,Particle Dynamics in Fluid Flows,22,Engineering,Physical Sciences
T11055,Cardiac and Coronary Surgery Techniques,27,Medicine,Health Sciences
T11229,Genetics and Plant Breeding,11,Agricultural and Biological Sciences,Life Sciences
T12976,Magnetic and Electromagnetic Effects,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11992,CCD and CMOS Imaging Sensors,22,Engineering,Physical Sciences
T11480,Connexins and lens biology,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11763,Intracerebral and Subarachnoid Hemorrhage Research,27,Medicine,Health Sciences
T11731,Global Health and Surgery,27,Medicine,Health Sciences
T12702,Brain Tumor Detection and Classification,28,Neuroscience,Life Sciences
T12441,Porphyrin Metabolism and Disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10694,Menopause: Health Impacts and Treatments,27,Medicine,Health Sciences
T11104,"Memory, Trauma, and Commemoration",32,Psychology,Social Sciences
T14302,European Politics and Security,33,Social Sciences,Social Sciences
T11915,Pickering emulsions and particle stabilization,25,Materials Science,Physical Sciences
T13605,"Homicide, Infanticide, and Child Abuse",33,Social Sciences,Social Sciences
T14070,Knowledge Societies in the 21st Century,33,Social Sciences,Social Sciences
T11539,Survey Methodology and Nonresponse,33,Social Sciences,Social Sciences
T11443,Advanced Statistical Process Monitoring,18,Decision Sciences,Social Sciences
T14396,Healthcare Regulation,36,Health Professions,Health Sciences
T13924,Internet of Things and Social Network Interactions,17,Computer Science,Physical Sciences
T12475,Plant Parasitism and Resistance,11,Agricultural and Biological Sciences,Life Sciences
T11202,Cavitation Phenomena in Pumps,22,Engineering,Physical Sciences
T12304,Radiative Heat Transfer Studies,22,Engineering,Physical Sciences
T10454,Optimal Power Flow Distribution,22,Engineering,Physical Sciences
T13667,French Literature and Criticism,12,Arts and Humanities,Social Sciences
T11393,Biosensors and Analytical Detection,22,Engineering,Physical Sciences
T11439,Video Analysis and Summarization,17,Computer Science,Physical Sciences
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,22,Engineering,Physical Sciences
T12544,Working Capital and Financial Performance,14,"Business, Management and Accounting",Social Sciences
T11596,Constraint Satisfaction and Optimization,17,Computer Science,Physical Sciences
T13155,Digital Communication and Language,17,Computer Science,Physical Sciences
T13951,Fluid dynamics and aerodynamics studies,22,Engineering,Physical Sciences
T12947,"Health, psychology, and well-being",36,Health Professions,Health Sciences
T10789,Interactive and Immersive Displays,17,Computer Science,Physical Sciences
T11408,Advanced Optical Imaging Technologies,22,Engineering,Physical Sciences
T14215,Chemical and Environmental Engineering Research,17,Computer Science,Physical Sciences
T10719,3D Shape Modeling and Analysis,22,Engineering,Physical Sciences
T11819,Data-Driven Disease Surveillance,27,Medicine,Health Sciences
T12230,Cardiovascular Issues in Pregnancy,27,Medicine,Health Sciences
T12711,Immigration and Intercultural Education,33,Social Sciences,Social Sciences
T13325,Dye analysis and toxicity,16,Chemistry,Physical Sciences
T12955,Atherosclerosis and Cardiovascular Diseases,24,Immunology and Microbiology,Life Sciences
T11572,Information Technology Governance and Strategy,14,"Business, Management and Accounting",Social Sciences
T11023,Prosthetics and Rehabilitation Robotics,22,Engineering,Physical Sciences
T11005,Radiation Effects in Electronics,22,Engineering,Physical Sciences
T13277,"Media, Religion, Digital Communication",12,Arts and Humanities,Social Sciences
T13808,Construction Engineering and Safety,22,Engineering,Physical Sciences
T13289,Infant Health and Development,36,Health Professions,Health Sciences
T10470,Usability and User Interface Design,17,Computer Science,Physical Sciences
T12848,Psychological Testing and Assessment,32,Psychology,Social Sciences
T10573,Power Quality and Harmonics,22,Engineering,Physical Sciences
T12366,"Philosophy, Ethics, and Existentialism",12,Arts and Humanities,Social Sciences
T12776,Electrohydrodynamics and Fluid Dynamics,22,Engineering,Physical Sciences
T14079,Mathematics Education and Programs,26,Mathematics,Physical Sciences
T12494,Alcoholism and Thiamine Deficiency,27,Medicine,Health Sciences
