Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T10869,Polysaccharides and Plant Cell Walls,14152,1329,True,False
T10996,Computational Geometry and Mesh Generation,15797,1221,True,False
T11650,Skin and Cellular Biology Research,11163,1520,True,False
T13393,Child Nutrition and Feeding Issues,8935,1391,False,False
T12431,Sugarcane Cultivation and Processing,10065,2265,True,False
T11152,Stochastic processes and statistical mechanics,23640,868,True,False
T11208,Lignin and Wood Chemistry,14189,1701,True,False
T12489,Microbial Metabolites in Food Biotechnology,13025,2505,True,False
T10242,Posttraumatic Stress Disorder Research,14129,1241,True,False
T12524,Chemical Synthesis and Characterization,8526,1616,False,False
T11351,Catalysis and Hydrodesulfurization Studies,10161,1807,True,False
T12815,Management and Organizational Practices,4711,1879,False,False
T11262,Quantum Mechanics and Non-Hermitian Physics,17342,1385,True,False
T10767,Advanced Photonic Communication Systems,6994,674,False,False
T11077,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,14576,1172,True,False
T11067,Colorectal Cancer Treatments and Studies,15803,1754,True,False
T13296,Physical Education and Sports Studies,1324,520,False,False
T10853,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",12504,1369,True,False
T13509,Accounting and Financial Management,756,289,False,False
T11327,Acupuncture Treatment Research Studies,11221,2292,True,False
T13086,Post-Soviet Geopolitical Dynamics,8980,2290,False,False
T12813,Plant and Biological Electrophysiology Studies,8429,842,False,False
T12971,Material Properties and Processing,10762,1809,True,False
T11400,Motivation and Self-Concept in Sports,15160,3809,True,False
T14172,Cultural and Social Studies in Latin America,1920,634,False,False
T10490,Orbital Angular Momentum in Optics,15733,1161,True,False
T10411,Proteins in Food Systems,15423,1458,True,False
T11968,High Altitude and Hypoxia,9496,1367,False,False
T12801,Bluetooth and Wireless Communication Technologies,8839,531,False,False
T10545,Optimization and Variational Analysis,17107,2455,True,False
T11282,Fibromyalgia and Chronic Fatigue Syndrome Research,12967,1935,True,False
T13655,Canadian Policy and Governance,5938,840,False,False
T10530,Magnesium Alloys: Properties and Applications,17496,2563,True,False
T10917,Smart Grid Security and Resilience,13367,1878,True,False
T11345,Cognitive and developmental aspects of mathematical skills,12865,1812,True,False
T14470,Advanced Data Processing Techniques,16235,6734,True,False
T13729,Korean Urban and Social Studies,9605,2667,False,False
T13705,Australian Indigenous Culture and History,5490,272,False,False
T11978,Soil Mechanics and Vehicle Dynamics,13807,3727,True,False
T11551,Infective Endocarditis Diagnosis and Management,15243,3103,True,False
T13787,"Globalization, Historical Perspectives, and International Relations",209,38,False,False
T13562,Cruise Tourism Development and Management,7139,1929,False,False
T12421,Adrenal Hormones and Disorders,8726,1319,False,False
T13538,Linguistics and Language Analysis,13264,8228,True,False
T10210,Advanced oxidation water treatment,11949,1721,True,False
T10850,Heat Transfer and Boiling Studies,13247,2912,True,False
T13162,African Studies and Ethnography,1129,225,False,False
T10807,Synthesis and characterization of novel inorganic/organometallic compounds,4639,341,False,False
T12244,Healthcare Education and Workforce Issues,15472,5044,True,False
T11368,Long-Term Effects of COVID-19,23279,4935,True,False
T13294,Livestock and Poultry Management,14383,3722,True,False
T11265,Aging and Gerontology Research,12826,1739,True,False
T12680,Cultural and Mythological Studies,442,127,False,False
T10243,Statistical Methods and Bayesian Inference,10087,1072,True,False
T11358,Dysphagia Assessment and Management,13715,2984,True,False
T10967,Carbon Dioxide Capture Technologies,14041,2678,True,False
T11339,"Metabolism, Diabetes, and Cancer",16610,1683,True,False
T12727,Differential Equations and Numerical Methods,15240,3250,True,False
T14143,Economic and Technological Innovation,8876,2185,False,False
T11683,Quantum and Classical Electrodynamics,8996,653,False,False
T11988,Sustainable Building Design and Assessment,14292,3226,True,False
T12722,Innovation Policy and R&D,11413,1630,True,False
T12913,Multidisciplinary Research Papers Compilation,347,100,False,False
T11062,Gear and Bearing Dynamics Analysis,14728,3899,True,False
T10462,Reinforcement Learning in Robotics,19714,1487,True,False
T12559,French Literature and Critical Theory,1410,387,False,False
T12390,Comics and Graphic Narratives,7289,2116,False,False
T13713,Diverse Perspectives in Modern Studies,2616,239,False,False
T11649,Pharmaceutical industry and healthcare,9741,974,False,False
T11435,Polynomial and algebraic computation,13014,911,True,False
T13019,African Studies and Geopolitics,2555,447,False,False
T14521,Medicinal Plant Research,15299,8741,True,False
T10233,Geotechnical Engineering and Soil Mechanics,10765,2300,True,False
T11542,Behavioral Health and Interventions,15548,1617,True,False
T11182,Auction Theory and Applications,17236,1038,True,False
T12370,Advances in Cucurbitaceae Research,9935,3436,False,False
T11936,Chemical and Physical Properties in Aqueous Solutions,5337,753,False,False
T10456,Multi-Agent Systems and Negotiation,12175,1110,True,False
T10912,Telemedicine and Telehealth Implementation,17624,2703,True,False
T10980,Vascular Malformations and Hemangiomas,14101,4325,True,False
T10847,Advanced Optical Network Technologies,6731,650,False,False
T11954,Energy Efficiency and Management,7941,1509,False,False
T12192,Polysaccharides Composition and Applications,11169,2746,True,False
T11805,Agricultural economics and policies,5493,1578,False,False
T11780,Rabies epidemiology and control,12813,2583,True,False
T12126,Maritime Transport Emissions and Efficiency,11276,2024,True,False
T14406,Multidisciplinary Science and Engineering Research,1295,357,False,False
T11389,Maternal and fetal healthcare,15168,4134,True,False
T12317,Actinomycetales infections and treatment,6214,1319,False,False
T12999,Medieval History and Crusades,1219,187,False,False
T11236,Control Systems and Identification,11083,1601,True,False
T11706,Forensic Entomology and Diptera Studies,8831,1764,False,False
T10711,Target Tracking and Data Fusion in Sensor Networks,11250,1147,True,False
T10633,Metallic Glasses and Amorphous Alloys,11472,1909,True,False
T10813,Sport Psychology and Performance,11265,1833,True,False
T11305,"Amyloidosis: Diagnosis, Treatment, Outcomes",13934,2289,True,False
T14129,Economic and Business Studies,462,86,False,False
T10249,Distributed Control Multi-Agent Systems,13628,1572,True,False
T10282,Financial Risk and Volatility Modeling,17304,1627,True,False
T13511,Geodetic Measurements and Engineering Structures,2985,1323,False,False
T10796,Cooperative Communication and Network Coding,12859,799,True,False
T11205,Numerical methods in inverse problems,16366,1751,True,False
T12910,Eicosanoids and Hypertension Pharmacology,10144,1438,True,False
T12810,Real-time simulation and control systems,9966,1562,False,False
T11313,Immune cells in cancer,20886,1062,True,False
T11196,Non-Invasive Vital Sign Monitoring,14559,2294,True,False
T13010,Agriculture and Agroindustry Studies,11190,6812,True,False
T14347,Big Data and Digital Economy,2573,326,False,False
T14003,Labor Law and Work Dynamics,323,106,False,False
T10752,Terahertz technology and applications,10271,995,True,False
T12243,Research in Cotton Cultivation,10727,2313,True,False
T10811,Hydrogen Storage and Materials,10778,1307,True,False
T10614,Transcranial Magnetic Stimulation Studies,18204,1370,True,False
T10963,Advanced Optimization Algorithms Research,12090,1300,True,False
T12967,Molecular Spectroscopy and Structure,6480,408,False,False
T14147,Innovative Approaches in Technology and Social Development,13451,1942,True,False
T11864,Supply Chain Resilience and Risk Management,15990,3921,True,False
T12439,Dental Research and COVID-19,18274,6032,True,False
T12882,Jungian Analytical Psychology,4671,471,False,False
T11017,Chaos-based Image/Signal Encryption,14381,3488,True,False
T11585,Exercise and Physiological Responses,12562,2119,True,False
T12325,Urban Design and Spatial Analysis,11053,2403,True,False
T13920,Urban Planning and Valuation,5866,796,False,False
T12031,Speech and dialogue systems,13910,1155,True,False
T11982,Rhetoric and Communication Studies,7151,1176,False,False
T11919,dental development and anomalies,12268,3450,True,False
T11436,Entomopathogenic Microorganisms in Pest Control,10047,2126,True,False
T12799,Mobile and Web Applications,6342,1667,False,False
T10775,Generative Adversarial Networks and Image Synthesis,16597,1277,True,False
T10701,Radical Photochemical Reactions,8629,1069,False,False
T11355,Inflammatory Biomarkers in Disease Prognosis,22247,5302,True,False
T13574,Family Support in Illness,10064,1676,True,False
T13674,Computer Science and Engineering,5808,3695,False,False
T13344,Industrial Automation and Control Systems,7012,2399,False,False
T11032,VLSI and Analog Circuit Testing,6074,764,False,False
T10656,Child and Animal Learning Development,12181,748,True,False
T10820,Fuzzy Logic and Control Systems,8893,1904,False,False
T13389,German Economic Analysis & Policies,2362,162,False,False
T14242,"Nutrition, Health, and Society Studies",10464,462,True,False
T11768,Music Therapy and Health,11486,2828,True,False
T10473,Postharvest Quality and Shelf Life Management,14970,2837,True,False
T11103,Antimicrobial Peptides and Activities,18283,1319,True,False
T11448,Face recognition and analysis,15559,2755,True,False
T11695,South African History and Culture,8403,1389,False,False
T11011,Frailty in Older Adults,18156,2072,True,False
T10500,Sparse and Compressive Sensing Techniques,21166,1093,True,False
T11461,Local Government Finance and Decentralization,9600,1506,False,False
T11779,Higher Education and Employability,14971,4222,True,False
T10704,Advancements in Transdermal Drug Delivery,14031,2469,True,False
T10774,Weed Control and Herbicide Applications,13132,2848,True,False
T13191,Dispute Resolution and Class Actions,9262,1542,False,False
T14139,E-commerce and Technology Innovations,19111,5823,True,False
T10777,Politics and Society in Latin America,4639,787,False,False
T12146,Power Line Communications and Noise,6038,870,False,False
T11120,Nonprofit Sector and Volunteering,9898,1275,False,False
T11804,Quantum many-body systems,19000,1484,True,False
T11901,Bayesian Methods and Mixture Models,16174,1417,True,False
T10724,Ion Transport and Channel Regulation,13258,852,True,False
T11273,Advanced Graph Neural Networks,16153,1236,True,False
T13018,Seismology and Earthquake Studies,12083,2010,True,False
T10954,Peripheral Nerve Disorders,11511,3071,True,False
T13260,Linguistics and Language Studies,987,369,False,False
T11296,COVID-19 and healthcare impacts,27374,5414,True,False
T12035,Pain Management and Placebo Effect,7875,899,False,False
T12674,"Rabbits: Nutrition, Reproduction, Health",12872,4250,True,False
T13267,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,11483,4112,True,False
T12841,Echinoderm biology and ecology,6569,1006,False,False
T11397,"Populism, Right-Wing Movements",9513,1560,False,False
T11278,Calcium Carbonate Crystallization and Inhibition,8297,859,False,False
T11656,Turtle Biology and Conservation,11208,1987,True,False
T13050,Oil and Gas Production Techniques,8717,3402,False,False
T14365,Leaf Properties and Growth Measurement,8814,2699,False,False
T10357,Efficiency Analysis Using DEA,16369,2994,True,False
T10626,High-Temperature Coating Behaviors,12692,1966,True,False
T13126,Scientific Research and Discoveries,9992,707,False,False
T11109,Thermoregulation and physiological responses,12440,1874,True,False
T10939,Crystal Structures and Properties,5798,641,False,False
T12448,Paranormal Experiences and Beliefs,8593,962,False,False
T13112,Nutrition and Health Studies,2791,838,False,False
T11107,Selenium in Biological Systems,13803,2170,True,False
T11867,Traumatic Ocular and Foreign Body Injuries,10873,2758,True,False
T14427,Environmental Monitoring and Data Management,3030,453,False,False
T14484,Technology and Data Analysis,12353,3932,True,False
T11099,Autonomous Vehicle Technology and Safety,14036,2134,True,False
T14288,"Law, Rights, and Freedoms",13465,458,True,False
T12671,Management and Marketing Education,7634,1249,False,False
T11924,Polyamine Metabolism and Applications,13050,1453,True,False
T10874,Electromagnetic Fields and Biological Effects,7739,1455,False,False
T11303,Bayesian Modeling and Causal Inference,16060,1293,True,False
T12022,Hydraulic flow and structures,8796,1942,False,False
T12554,Vitamin C and Antioxidants Research,10657,1878,True,False
T10565,"Psychopathy, Forensic Psychiatry, Sexual Offending",8888,956,False,False
T11110,Stability and Controllability of Differential Equations,16480,2925,True,False
T11127,Solid State Laser Technologies,6818,569,False,False
T12862,Catholicism and Religious Studies,3090,543,False,False
T12539,Pharmacology and Obesity Treatment,7597,1658,False,False
T10343,"Hydrogels: synthesis, properties, applications",11224,1364,True,False
T11566,Laser Applications in Dentistry and Medicine,12592,3546,True,False
T13166,Information Science and Libraries,1173,410,False,False
T11485,Gastrointestinal Tumor Research and Treatment,13967,3057,True,False
T14285,Biopolymer Synthesis and Applications,8582,1890,False,False
T14448,EU Law and Policy Analysis,5921,668,False,False
T12279,Body Composition Measurement Techniques,12044,2393,True,False
T12107,Leprosy Research and Treatment,11645,3643,True,False
T14216,Multimedia Learning Systems,9041,6023,False,False
T11328,Ocular Oncology and Treatments,12928,2314,True,False
T12578,Diagnosis and treatment of tuberculosis,9802,2506,False,False
T11570,Periodontal Regeneration and Treatments,15245,4200,True,False
T10991,Game Theory and Voting Systems,13790,1051,True,False
T11453,Diagnosis and Treatment of Venous Diseases,9297,2526,False,False
T11772,Genetics and Neurodevelopmental Disorders,16116,1071,True,False
T11186,Hydrology and Drought Analysis,16988,3489,True,False
T10710,Arsenic contamination and mitigation,12855,2072,True,False
T11414,Quantum optics and atomic interactions,11534,692,True,False
T11139,"Gout, Hyperuricemia, Uric Acid",15505,2890,True,False
T12592,Opinion Dynamics and Social Influence,16773,1571,True,False
T11377,Retinal and Macular Surgery,12478,2196,True,False
T11755,Transboundary Water Resource Management,11637,2430,True,False
T11276,Solar Radiation and Photovoltaics,14534,3377,True,False
T13196,Political Theory and Influence,2692,427,False,False
T12871,Healthcare Quality and Management,7651,863,False,False
T13127,Biotin and Related Studies,8744,834,False,False
T11251,Meningioma and schwannoma management,12326,2351,True,False
T12994,Infrared Thermography in Medicine,10824,2520,True,False
T11450,Model-Driven Software Engineering Techniques,9863,1102,False,False
T12042,Satellite Communication Systems,8735,943,False,False
T13950,Collembola Taxonomy and Ecology Studies,3188,351,False,False
T11877,Iron oxide chemistry and applications,7655,890,False,False
T11018,Lower Extremity Biomechanics and Pathologies,14602,2900,True,False
T11677,Congenital heart defects research,14286,1082,True,False
T13840,Chemical Safety and Risk Management,6460,969,False,False
T12383,Aeolian processes and effects,11155,1558,True,False
T12602,Medical Education and Admissions,7490,1227,False,False
T10953,E-Government and Public Services,11699,2307,True,False
T12587,Gestational Trophoblastic Disease Studies,4863,1246,False,False
T12477,Toxin Mechanisms and Immunotoxins,12094,1540,True,False
T12365,Effects of Environmental Stressors on Livestock,15073,2889,True,False
T11447,Blind Source Separation Techniques,10623,898,True,False
T12118,Forest Biomass Utilization and Management,9673,2015,False,False
T11703,"Rings, Modules, and Algebras",17648,2812,True,False
T11492,Academic integrity and plagiarism,10134,2165,True,False
T13373,Data Mining and Machine Learning Applications,14071,9594,True,False
T14324,Insects and Parasite Interactions,5472,898,False,False
T12756,Plant Toxicity and Pharmacological Properties,4307,655,False,False
T10916,Surgical Simulation and Training,13796,2147,True,False
T11567,semigroups and automata theory,15893,1658,True,False
T11868,Cancer and Skin Lesions,11561,3879,True,False
T10974,Advanced Queuing Theory Analysis,10528,1303,True,False
T11923,Mine drainage and remediation techniques,8051,1101,False,False
T11702,Parasitic Diseases Research and Treatment,10801,1678,True,False
T11951,Trauma Management and Diagnosis,10850,2511,True,False
T10508,Patient Safety and Medication Errors,12667,2177,True,False
T10186,Nursing education and management,8959,947,False,False
T12016,Web Data Mining and Analysis,10225,1664,True,False
T11568,Railway Systems and Energy Efficiency,8312,1937,False,False
T13414,Radioactive Decay and Measurement Techniques,3531,456,False,False
T13049,Surface Roughness and Optical Measurements,8015,1512,False,False
T10906,AI-based Problem Solving and Planning,9235,1517,False,False
T11639,Mental Health and Patient Involvement,13442,1285,True,False
T10962,Thermodynamic properties of mixtures,4695,804,False,False
T13425,Rural and Ethnic Education,753,356,False,False
T10642,Plasma Applications and Diagnostics,11232,1877,True,False
T12103,Cancer Risks and Factors,11057,1667,True,False
T10959,Student Assessment and Feedback,12142,2858,True,False
T11306,Nonmelanoma Skin Cancer Studies,11691,2954,True,False
T11845,Cancer therapeutics and mechanisms,12894,1037,True,False
T11422,Burn Injury Management and Outcomes,9799,1945,False,False
T10780,Reliability and Maintenance Optimization,9658,1662,False,False
T12186,Phosphorus and nutrient management,12772,2321,True,False
T12151,Interpreting and Communication in Healthcare,11042,2668,True,False
T11264,Coffee research and impacts,11485,2564,True,False
T10993,Complement system in diseases,14868,1758,True,False
T13892,Aquatic life and conservation,12558,6411,True,False
T11987,COVID-19 Impact on Reproduction,14308,3433,True,False
T11134,Breast Lesions and Carcinomas,11696,3368,True,False
T11775,COVID-19 diagnosis using AI,21021,4950,True,False
T13171,Polymer Science and PVC,4655,1241,False,False
T11199,Pain Management and Opioid Use,9697,1460,False,False
T11664,Fiber-reinforced polymer composites,9183,1621,False,False
T12666,Historical Psychiatry and Medical Practices,6237,621,False,False
T10900,Listeria monocytogenes in Food Safety,12058,1531,True,False
T10149,Anthropological Studies and Insights,7643,1520,False,False
T12934,Plant and fungal interactions,6702,806,False,False
T11737,Advanced Materials and Mechanics,12305,876,True,False
T14184,Metallurgy and Material Science,7249,1592,False,False
T12066,Obesity and Health Practices,12117,1573,True,False
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",10257,1417,True,False
T10541,Nonlinear Differential Equations Analysis,16194,3570,True,False
T11346,Mast cells and histamine,12760,1420,True,False
T13726,International Science and Diplomacy,9044,1860,False,False
T12537,Flow Measurement and Analysis,9750,2180,False,False
T10723,Advanced Welding Techniques Analysis,15342,4032,True,False
T12125,Aerospace and Aviation Technology,8894,1019,False,False
T12396,Advanced Differential Equations and Dynamical Systems,15151,1506,True,False
T11068,Tendon Structure and Treatment,14011,2556,True,False
T13909,Environmental Quality and Pollution,3371,739,False,False
T12140,Renal and related cancers,13393,1536,True,False
T12093,Greenhouse Technology and Climate Control,12416,2798,True,False
T12952,School Leadership and Teacher Performance,15915,9416,True,False
T13836,Educational Research and Pedagogy,12388,3665,True,False
T13318,Diverse Scientific Research in Ukraine,22685,14312,True,True
T14198,Philosophical Thought and Analysis,991,411,False,False
T10592,Fusion materials and technologies,11220,1153,True,False
T11193,Adenosine and Purinergic Signaling,15234,939,True,False
T10439,Climate change impacts on agriculture,16866,2822,True,False
T11723,Optical Coatings and Gratings,7339,725,False,False
T13625,Journalism and Media Studies,584,220,False,False
T12673,Microbial Metabolism and Applications,10154,2409,True,False
T10909,Edible Oils Quality and Analysis,10900,2575,True,False
T10488,Nanocomposite Films for Food Packaging,14427,2853,True,False
T12681,Global Healthcare and Medical Tourism,10119,2406,True,False
T12023,Cholinesterase and Neurodegenerative Diseases,11302,1533,True,False
T13395,"Education, Leadership, and Health Research",3193,1345,False,False
T11093,Personality Disorders and Psychopathology,9325,1400,False,False
T11008,Aerodynamics and Acoustics in Jet Flows,11019,1455,True,False
T10956,Fullerene Chemistry and Applications,7631,953,False,False
T11418,Plant Micronutrient Interactions and Effects,14360,3031,True,False
T12314,Nuts composition and effects,9933,2082,False,False
T12336,Insect Utilization and Effects,13718,2753,True,False
T11533,Melanoma and MAPK Pathways,14793,1071,True,False
T11300,Global Educational Policies and Reforms,8880,1826,False,False
T11173,Neurofibromatosis and Schwannoma Cases,14832,3455,True,False
T11611,Cyclopropane Reaction Mechanisms,5427,644,False,False
T11394,Dynamics and Control of Mechanical Systems,10567,1731,True,False
T11500,Evacuation and Crowd Dynamics,14786,3220,True,False
T13987,Child Development and Education,11265,6807,True,False
T12785,Hong Kong and Taiwan Politics,5337,775,False,False
T13842,Intellectual Property Law,8891,1565,False,False
T11063,Rough Sets and Fuzzy Logic,9776,1637,False,False
T10667,Emotion and Mood Recognition,11427,1768,True,False
T14124,"Food, Nutrition, and Cultural Practices",1042,292,False,False
T11526,Innovative Teaching Methods,17733,6387,True,False
T13736,Steroid Chemistry and Biochemistry,4639,504,False,False
T14464,Community Development and Social Impact,9667,1266,False,False
T14212,Health Promotion and Cardiovascular Prevention,6839,797,False,False
T10629,Health Policy Implementation Science,15363,1298,True,False
T11479,Smart Cities and Technologies,14186,3676,True,False
T13013,Free Radicals and Antioxidants,9153,1720,False,False
T11317,Fire dynamics and safety research,10673,2028,True,False
T13386,Educational Methods and Teacher Development,24142,13585,True,True
T11078,Inflammasome and immune disorders,17191,1809,True,False
T10070,Political Conflict and Governance,9114,870,False,False
T10982,Motor Control and Adaptation,11316,659,True,False
T10611,Organic Light-Emitting Diodes Research,9117,773,False,False
T11946,Antenna Design and Optimization,8415,1527,False,False
T13885,Geophysics and Sensor Technology,8925,1120,False,False
T11225,Geothermal Energy Systems and Applications,9767,1816,False,False
T10761,Vehicular Ad Hoc Networks (VANETs),12153,2006,True,False
T12026,Explainable Artificial Intelligence (XAI),15428,1071,True,False
T11799,"Adhesion, Friction, and Surface Interactions",11494,2069,True,False
T10803,Innovative Human-Technology Interaction,13047,1132,True,False
T13382,Robotics and Automated Systems,10659,1947,True,False
T11898,Economics of Agriculture and Food Markets,11950,839,True,False
T10977,Optical Imaging and Spectroscopy Techniques,13238,990,True,False
T10925,Spinal Cord Injury Research,15384,1664,True,False
T13234,advanced mathematical theories,15524,1728,True,False
T11128,Transition Metal Oxide Nanomaterials,9386,1226,False,False
T12518,Diverticular Disease and Complications,8709,1621,False,False
T13953,Digital Imaging in Medicine,5877,1016,False,False
T11348,Celiac Disease Research and Management,11877,1822,True,False
T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",13911,954,True,False
T11092,Spondyloarthritis Studies and Treatments,14291,2261,True,False
T14226,"Migration, Racism, and Human Rights",1885,610,False,False
T10808,Electric and Hybrid Vehicle Technologies,9063,2109,False,False
T11751,Lattice Boltzmann Simulation Studies,13337,1900,True,False
T10948,Advanced Combinatorial Mathematics,19616,2332,True,False
T10845,Advanced Causal Inference Techniques,14277,875,True,False
T12418,Respiratory and Cough-Related Research,8021,1477,False,False
T12632,Visual Culture and Art Theory,7397,2331,False,False
T10840,High Temperature Alloys and Creep,11521,1872,True,False
T11392,Energy Harvesting in Wireless Networks,13423,1863,True,False
T11514,Disability Education and Employment,8852,1626,False,False
T11237,Plant Gene Expression Analysis,12432,800,True,False
T11123,Obsessive-Compulsive Spectrum Disorders,10772,1534,True,False
T14181,Academic Freedom and Politics,5846,700,False,False
T11562,Facial Trauma and Fracture Management,10101,2801,True,False
T12227,Environmental and Social Impact Assessments,8330,1261,False,False
T12226,Neuroblastoma Research and Treatments,13666,1335,True,False
T12027,Social Media in Health Education,11962,1927,True,False
T11574,Artificial Intelligence in Games,10528,1174,True,False
T13413,Cultural and Historical Studies,6546,2056,False,False
T11904,Spatial Cognition and Navigation,10132,1441,True,False
T11797,graph theory and CDMA systems,13624,1964,True,False
T12860,Family and Patient Care in Intensive Care Units,9502,1706,False,False
T13867,Economic Growth and Development,17860,4641,True,False
T12981,Conservation Techniques and Studies,7676,1482,False,False
T10548,Catalytic Cross-Coupling Reactions,6800,630,False,False
T14463,Diverse Scientific Research Studies,15466,6635,True,False
T10828,Biometric Identification and Security,11160,2515,True,False
T11440,Click Chemistry and Applications,11070,1087,True,False
T12895,Environmental law and policy,10303,1406,True,False
T11030,Scoliosis diagnosis and treatment,13669,2918,True,False
T12512,History of Colonial Brazil,999,290,False,False
T11985,Marine Toxins and Detection Methods,6595,798,False,False
T11672,Recycling and utilization of industrial and municipal waste in materials production,10555,2679,True,False
T12246,Chronic Disease Management Strategies,15149,1971,True,False
T11581,Viral Infections and Outbreaks Research,15797,2287,True,False
T11167,Hair Growth and Disorders,12178,2396,True,False
T11412,Genetic and Kidney Cyst Diseases,14731,1774,True,False
T11579,Cardiovascular and Diving-Related Complications,10160,1945,True,False
T11398,Hand Gesture Recognition Systems,12762,2957,True,False
T13513,Urban and sociocultural dynamics,1110,491,False,False
T11292,Pediatric Pain Management Techniques,11212,1923,True,False
T13832,Advanced Decision-Making Techniques,4573,1105,False,False
T11865,Anorectal Disease Treatments and Outcomes,10991,3293,True,False
T10810,Polymer composites and self-healing,11149,1376,True,False
T14275,Historical Medical Research and Treatments,3772,346,False,False
T13369,European and Russian Geopolitical Military Strategies,7801,3069,False,False
T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,10864,1719,True,False
T11637,Advanced Semiconductor Detectors and Materials,6650,1081,False,False
T12389,Infrared Target Detection Methodologies,8538,1232,False,False
T12460,Pediatric Hepatobiliary Diseases and Treatments,9687,2041,False,False
T14291,Indonesian Legal and Regulatory Studies,16076,10040,True,True
T13042,Economic and Fiscal Studies,4241,1548,False,False
T12221,Cybersecurity and Cyber Warfare Studies,9333,1760,False,False
T10244,Chaos control and synchronization,9536,1340,False,False
T12461,Narrative Theory and Analysis,5438,1350,False,False
T14041,Central European Literary Studies,2854,1796,False,False
T13071,Digital Storytelling and Education,12637,4364,True,False
T11682,Advanced Condensed Matter Physics,12212,791,True,False
T12729,Tree Root and Stability Studies,8714,1520,False,False
T14144,Neurological Disease Mechanisms and Treatments,7785,1385,False,False
T11782,Magnetic Properties of Alloys,7452,1374,False,False
T13727,Linguistic and Sociocultural Studies,1236,334,False,False
T11254,Fluid Dynamics and Vibration Analysis,12214,2486,True,False
T12517,Seventeenth-Century Political and Philosophical Thought,3951,830,False,False
T12335,"Sexuality, Behavior, and Technology",8641,1426,False,False
T12161,Plant Surface Properties and Treatments,10192,1536,True,False
T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,11063,1772,True,False
T10937,"Telomeres, Telomerase, and Senescence",15469,1079,True,False
T12593,Communication in Education and Healthcare,8009,2018,False,False
T10726,Career Development and Diversity,11958,2132,True,False
T11169,Silicon Nanostructures and Photoluminescence,8201,1212,False,False
T11679,Craniofacial Disorders and Treatments,9041,1796,False,False
T11002,Indoor Air Quality and Microbial Exposure,10182,1721,True,False
T14037,Arabic Language Education Studies,13433,9005,True,False
T13721,Political Science Research and Education,2320,288,False,False
T13784,Jewish Identity and Society,4709,940,False,False
T11119,Urban Stormwater Management Solutions,12085,2070,True,False
T12182,Evolution and Science Education,7325,660,False,False
T12298,Phytochemicals and Medicinal Plants,15801,6483,True,False
T11280,Hemophilia Treatment and Research,11647,1754,True,False
T10693,Blood transfusion and management,11434,2182,True,False
T10812,Human Pose and Action Recognition,16437,1387,True,False
T13362,Slime Mold and Myxomycetes Research,4695,594,False,False
T10957,Photodynamic Therapy Research Studies,11282,1302,True,False
T13163,Organizational Learning and Leadership,7732,1334,False,False
T10922,Magnetic Properties and Synthesis of Ferrites,9015,2222,False,False
T10933,Real-Time Systems Scheduling,8295,590,False,False
T12682,Smart Materials for Construction,9451,1699,False,False
T13589,Literary and Cultural Studies,1041,419,False,False
T10737,Health Literacy and Information Accessibility,15617,2216,True,False
T12589,Differential Equations and Boundary Problems,13497,3173,True,False
T12984,Transport and Logistics Innovations,7802,3610,False,False
T10567,Vehicle Routing Optimization Methods,11171,1898,True,False
T12030,S100 Proteins and Annexins,11647,1026,True,False
T11486,Micro and Nano Robotics,15818,846,True,False
T13008,Agricultural Practices and Plant Genetics,11967,4698,True,False
T12520,Psychology of Moral and Emotional Judgment,13679,1463,True,False
T11922,Cardiovascular Effects of Exercise,11190,1657,True,False
T13552,Advanced Materials Characterization Techniques,9306,1022,False,False
T11496,Credit Risk and Financial Regulations,11912,763,True,False
T13023,Synthesis of Organic Compounds,7481,1629,False,False
T10944,Turbomachinery Performance and Optimization,10882,1819,True,False
T12516,Advanced Mathematical Theories and Applications,10962,2000,True,False
T14233,Diverse Topics in Contemporary Research,8013,2680,False,False
T12766,Interdisciplinary Research and Collaboration,10053,1703,True,False
T13145,Crime and Detective Fiction Studies,3811,740,False,False
T14192,"Literature, Film, and Journalism Analysis",3162,460,False,False
T12090,Language and cultural evolution,8480,830,False,False
T11172,Dermatologic Treatments and Research,10103,2799,True,False
T14325,Diverse Specialized Academic Research,1410,106,False,False
T13059,"Religion, Ecology, and Ethics",7172,1483,False,False
T10742,Peer-to-Peer Network Technologies,8044,631,False,False
T11094,Face Recognition and Perception,14527,621,True,False
T13285,Local Governance and Development,13697,8995,True,False
T12420,Silicone and Siloxane Chemistry,7011,1116,False,False
T12261,Statistical Mechanics and Entropy,12677,759,True,False
T13785,Aquatic and Environmental Studies,9459,3531,False,False
T10690,Vibration Control and Rheological Fluids,11847,2354,True,False
T11863,"Gender, Security, and Conflict",7064,1061,False,False
T12081,Aerodynamics and Fluid Dynamics Research,11471,3271,True,False
T11219,Bone Metabolism and Diseases,13759,1388,True,False
T11818,Nicotinic Acetylcholine Receptors Study,11516,807,True,False
